itemKey,displayName,className,blueprintPath,gfiCode,category,sourceType,sourceModId,sourceModName,sourcePackagePath,assetPath,spawnCommand,stackSize,weight,itemId,engramClassName,craftingStation,serverReferenced,serverConfigReferences,sourceEvidence,enrichmentSources,confidence,notes
/game/mods/primitiveplusmod/items/weapons/primalitemammo_arrowstone_feathered.primalitemammo_arrowstone_feathered,Feathered Stone Arrow (Primitive Plus),PrimalItemAmmo_ArrowStone_Feathered_C,Blueprint'/Game/Mods/PrimitivePlusMod/Items/Weapons/PrimalItemAmmo_ArrowStone_Feathered.PrimalItemAmmo_ArrowStone_Feathered',ArrowStoneFeathered,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/Mods/PrimitivePlusMod/Items/Weapons/PrimalItemAmmo_ArrowStone_Feathered.PrimalItemAmmo_ArrowStone_Feathered'"" 1 0 0",100,0.2,,,,false,,wiki,https://ark.wiki.gg/wiki/Feathered_Stone_Arrow_(Primitive_Plus); https://ark.wiki.gg/wiki/Special:CargoTables/Items,low,Wiki-only row with unclear ASA/server specificity.
/game/primalearth/coreblueprints/weapons/primalitemammo_arrowflame.primalitemammo_arrowflame,Flame Arrow,PrimalItemAmmo_ArrowFlame_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_ArrowFlame.PrimalItemAmmo_ArrowFlame',ArrowFlame,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_ArrowFlame.PrimalItemAmmo_ArrowFlame'"" 1 0 0",100,0.2,,,,true,"crafting cost override; crafting cost override target; generic item reference (Game.ini lines 47, 515)",wiki; config,https://ark.wiki.gg/wiki/Flame_Arrow; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/mods/primitiveplusmod/items/weapons/primalitemammo_arrowflaming.primalitemammo_arrowflaming,Flame Arrow (Primitive Plus),PrimalItemAmmo_ArrowFlaming_C,Blueprint'/Game/Mods/PrimitivePlusMod/Items/Weapons/PrimalItemAmmo_ArrowFlaming.PrimalItemAmmo_ArrowFlaming',ArrowFlaming,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/Mods/PrimitivePlusMod/Items/Weapons/PrimalItemAmmo_ArrowFlaming.PrimalItemAmmo_ArrowFlaming'"" 1 0 0",100,0.2,,,,false,,wiki,https://ark.wiki.gg/wiki/Flame_Arrow_(Primitive_Plus); https://ark.wiki.gg/wiki/Special:CargoTables/Items,low,Wiki-only row with unclear ASA/server specificity.
/game/scorchedearth/weaponflamethrower/primalitemammo_flamethrower.primalitemammo_flamethrower,Flamethrower Ammo,PrimalItemAmmo_Flamethrower_C,Blueprint'/Game/ScorchedEarth/WeaponFlamethrower/PrimalItemAmmo_Flamethrower.PrimalItemAmmo_Flamethrower',Flamethrower,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/ScorchedEarth/WeaponFlamethrower/PrimalItemAmmo_Flamethrower.PrimalItemAmmo_Flamethrower'"" 1 0 0",30,0.1,,EngramEntry_Flamethrower_C,,true,"generic item reference (Game.ini lines 515, 520); engram override (Game.ini)",wiki; config,https://ark.wiki.gg/wiki/Flamethrower_Ammo; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitemammo_grapplinghook.primalitemammo_grapplinghook,Grappling Hook,PrimalItemAmmo_GrapplingHook_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_GrapplingHook.PrimalItemAmmo_GrapplingHook',GrapplingHook,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_GrapplingHook.PrimalItemAmmo_GrapplingHook'"" 1 0 0",10,1,,EngramEntry_GrapplingHook_C,,true,engram override (Game.ini),wiki; config,https://ark.wiki.gg/wiki/Grappling_Hook; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitem_weapongrenade.primalitem_weapongrenade,Grenade,PrimalItem_WeaponGrenade_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItem_WeaponGrenade.PrimalItem_WeaponGrenade',onGrenade,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItem_WeaponGrenade.PrimalItem_WeaponGrenade'"" 1 0 0",10,0.5,,,,true,"generic item reference (Game.ini lines 513, 517, 518, 519, 520, 521, 528, 529, ...)",wiki; config,https://ark.wiki.gg/wiki/Grenade; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/genesis2/weapons/fireboulder/primalitemammo_boulder_fire.primalitemammo_boulder_fire,Jar of Pitch,PrimalItemAmmo_Boulder_Fire_C,Blueprint'/Game/Genesis2/Weapons/FireBoulder/PrimalItemAmmo_Boulder_Fire.PrimalItemAmmo_Boulder_Fire',BoulderFire,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/Genesis2/Weapons/FireBoulder/PrimalItemAmmo_Boulder_Fire.PrimalItemAmmo_Boulder_Fire'"" 1 0 0",100,1.5,,,,false,,wiki,https://ark.wiki.gg/wiki/Jar_of_Pitch; https://ark.wiki.gg/wiki/Special:CargoTables/Items,low,Wiki-only row with unclear ASA/server specificity.
/game/primalearth/coreblueprints/weapons/primalitemammo_compoundbowarrow.primalitemammo_compoundbowarrow,Metal Arrow,PrimalItemAmmo_CompoundBowArrow_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_CompoundBowArrow.PrimalItemAmmo_CompoundBowArrow',CompoundBowArrow,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_CompoundBowArrow.PrimalItemAmmo_CompoundBowArrow'"" 1 0 0",,0.4,,,,true,"crafting cost override; crafting cost override target; generic item reference (Game.ini lines 59, 508, 509, 511, 512, 515, 521, 523, ...)",wiki; config,https://ark.wiki.gg/wiki/Metal_Arrow; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
wiki:mobile:dodo-arrow,Mobile:Dodo Arrow,,,,Ammo,base-game,,,,,,,0.2,,,,false,,wiki,https://ark.wiki.gg/wiki/Mobile%3ADodo_Arrow; https://ark.wiki.gg/wiki/Special:CargoTables/Items,low,Wiki-only row with unclear ASA/server specificity.
wiki:mobile:toxicant-arrow,Mobile:Toxicant Arrow,,,,Ammo,base-game,,,,,,,0.2,,,,false,,wiki,https://ark.wiki.gg/wiki/Mobile%3AToxicant_Arrow; https://ark.wiki.gg/wiki/Special:CargoTables/Items,low,Wiki-only row with unclear ASA/server specificity.
/game/genesis2/weapons/netammo/primalitemammo_arrownet.primalitemammo_arrownet,Net Projectile,PrimalItemAmmo_ArrowNet_C,Blueprint'/Game/Genesis2/Weapons/NetAmmo/PrimalItemAmmo_ArrowNet.PrimalItemAmmo_ArrowNet',ArrowNet,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/Genesis2/Weapons/NetAmmo/PrimalItemAmmo_ArrowNet.PrimalItemAmmo_ArrowNet'"" 1 0 0",100,2,,,,false,,wiki,https://ark.wiki.gg/wiki/Net_Projectile; https://ark.wiki.gg/wiki/Special:CargoTables/Items,low,Wiki-only row with unclear ASA/server specificity.
/game/mods/primitiveplusmod/items/weapons/primalitemammo_arrowobsi.primalitemammo_arrowobsi,Obsidian Arrow (Primitive Plus),PrimalItemAmmo_ArrowObsi_C,Blueprint'/Game/Mods/PrimitivePlusMod/Items/Weapons/PrimalItemAmmo_ArrowObsi.PrimalItemAmmo_ArrowObsi',ArrowObsi,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/Mods/PrimitivePlusMod/Items/Weapons/PrimalItemAmmo_ArrowObsi.PrimalItemAmmo_ArrowObsi'"" 1 0 0",100,,,,,false,,wiki,https://ark.wiki.gg/wiki/Obsidian_Arrow_(Primitive_Plus); https://ark.wiki.gg/wiki/Special:CargoTables/Items,low,Wiki-only row with unclear ASA/server specificity.
/game/primalearth/coreblueprints/weapons/primalitemammo_aggrotranqdart.primalitemammo_aggrotranqdart,Pheromone Dart,PrimalItemAmmo_AggroTranqDart_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_AggroTranqDart.PrimalItemAmmo_AggroTranqDart',AggroTranqDart,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_AggroTranqDart.PrimalItemAmmo_AggroTranqDart'"" 1 0 0",100,0.2,,EngramEntry_AggroTranqDart_C,,true,crafting cost override; crafting cost override target (Game.ini lines 45); engram override (Game.ini),wiki; config,https://ark.wiki.gg/wiki/Pheromone_Dart; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/aberration/weaponplantspeciesz/primalitem_plantspeciesz_grenade.primalitem_plantspeciesz_grenade,Plant Species Z Fruit,PrimalItem_PlantSpeciesZ_Grenade_C,Blueprint'/Game/Aberration/WeaponPlantSpeciesZ/PrimalItem_PlantSpeciesZ_Grenade.PrimalItem_PlantSpeciesZ_Grenade',PlantSpeciesZGrenade,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/Aberration/WeaponPlantSpeciesZ/PrimalItem_PlantSpeciesZ_Grenade.PrimalItem_PlantSpeciesZ_Grenade'"" 1 0 0",100,5,,,,false,,wiki,https://ark.wiki.gg/wiki/Plant_Species_Z_Fruit; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/scorchedearth/weaponhomingmissile/primalitemammo_rockethomingmissile.primalitemammo_rockethomingmissile,Rocket Homing Missile,PrimalItemAmmo_RocketHomingMissile_C,Blueprint'/Game/ScorchedEarth/WeaponHomingMissile/PrimalItemAmmo_RocketHomingMissile.PrimalItemAmmo_RocketHomingMissile',RocketHomingMissile,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/ScorchedEarth/WeaponHomingMissile/PrimalItemAmmo_RocketHomingMissile.PrimalItemAmmo_RocketHomingMissile'"" 1 0 0",100,2.1,,,,true,"generic item reference (Game.ini lines 515, 520, 538, 539)",wiki; config,https://ark.wiki.gg/wiki/Rocket_Homing_Missile; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitem_weaponrocketlauncher.primalitem_weaponrocketlauncher,Rocket Launcher,PrimalItem_WeaponRocketLauncher_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItem_WeaponRocketLauncher.PrimalItem_WeaponRocketLauncher',onRocketLauncher,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItem_WeaponRocketLauncher.PrimalItem_WeaponRocketLauncher'"" 1 0 0",,20,,,,true,"generic item reference (Game.ini lines 509, 511, 512, 521, 523, 543, 544, 545, ...)",wiki; config,https://ark.wiki.gg/wiki/Rocket_Launcher; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitemammo_rocket.primalitemammo_rocket,Rocket Propelled Grenade,PrimalItemAmmo_Rocket_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_Rocket.PrimalItemAmmo_Rocket',Rocket,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_Rocket.PrimalItemAmmo_Rocket'"" 1 0 0",100,0.1,,,,true,"generic item reference (Game.ini lines 508, 509, 511, 512, 515, 521, 523, 536, ...)",wiki; config,https://ark.wiki.gg/wiki/Rocket_Propelled_Grenade; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/items/structures/misc/primalitemstructure_turretrocket.primalitemstructure_turretrocket,Rocket Turret,PrimalItemStructure_TurretRocket_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_TurretRocket.PrimalItemStructure_TurretRocket',TurretRocket,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_TurretRocket.PrimalItemStructure_TurretRocket'"" 1 0 0",1,4,,,,true,"generic item reference (Game.ini lines 508, 536, 537, 538, 539)",wiki; config,https://ark.wiki.gg/wiki/Rocket_Turret; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitemammo_refinedtranqdart.primalitemammo_refinedtranqdart,Shocking Tranquilizer Dart,PrimalItemAmmo_RefinedTranqDart_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_RefinedTranqDart.PrimalItemAmmo_RefinedTranqDart',RefinedTranqDart,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_RefinedTranqDart.PrimalItemAmmo_RefinedTranqDart'"" 1 0 0",100,0.2,,EngramEntry_RefinedTranqDart_C,,true,"crafting cost override; crafting cost override target; generic item reference (Game.ini lines 64, 515); engram override (Game.ini)",wiki; config,https://ark.wiki.gg/wiki/Shocking_Tranquilizer_Dart; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitemammo_simplebullet.primalitemammo_simplebullet,Simple Bullet,PrimalItemAmmo_SimpleBullet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_SimpleBullet.PrimalItemAmmo_SimpleBullet',SimpleBullet,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_SimpleBullet.PrimalItemAmmo_SimpleBullet'"" 1 0 0",100,0.1,,EngramEntry_SimpleBullet_C,,true,"crafting cost override; crafting cost resource requirement; generic item reference (Game.ini lines 34, 35, 67, 509, 511, 512, 515, 517, ...); engram override (Game.ini)",wiki; config,https://ark.wiki.gg/wiki/Simple_Bullet; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitemammo_simpleriflebullet.primalitemammo_simpleriflebullet,Simple Rifle Ammo,PrimalItemAmmo_SimpleRifleBullet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_SimpleRifleBullet.PrimalItemAmmo_SimpleRifleBullet',SimpleRifleBullet,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_SimpleRifleBullet.PrimalItemAmmo_SimpleRifleBullet'"" 1 0 0",100,0.1,,EngramEntry_SimpleRifleBullet_C,,true,"crafting cost override; crafting cost override target; crafting cost resource requirement; generic item reference (Game.ini lines 66, 69, 70, 509, 512, 513, 515, 519, ...); engram override (Game.ini)",wiki; config,https://ark.wiki.gg/wiki/Simple_Rifle_Ammo; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitemammo_simpleshotgunbullet.primalitemammo_simpleshotgunbullet,Simple Shotgun Ammo,PrimalItemAmmo_SimpleShotgunBullet_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_SimpleShotgunBullet.PrimalItemAmmo_SimpleShotgunBullet',SimpleShotgunBullet,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_SimpleShotgunBullet.PrimalItemAmmo_SimpleShotgunBullet'"" 1 0 0",100,0.1,,EngramEntry_SimpleShotgunBullet_C,,true,"crafting cost override; crafting cost override target; generic item reference (Game.ini lines 67, 508, 509, 511, 512, 513, 515, 517, ...); engram override (Game.ini)",wiki; config,https://ark.wiki.gg/wiki/Simple_Shotgun_Ammo; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitem_gasgrenade.primalitem_gasgrenade,Smoke Grenade,PrimalItem_GasGrenade_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItem_GasGrenade.PrimalItem_GasGrenade',GasGrenade,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItem_GasGrenade.PrimalItem_GasGrenade'"" 1 0 0",10,0.5,,EngramEntry_GasGrenade_C,,true,"generic item reference (Game.ini lines 516, 517, 518, 519, 520, 521, 524, 525, ...); engram override (Game.ini)",wiki; config,https://ark.wiki.gg/wiki/Smoke_Grenade; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitemammo_ballistaarrow.primalitemammo_ballistaarrow,Spear Bolt,PrimalItemAmmo_BallistaArrow_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_BallistaArrow.PrimalItemAmmo_BallistaArrow',BallistaArrow,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_BallistaArrow.PrimalItemAmmo_BallistaArrow'"" 1 0 0",100,0.4,,EngramEntry_BallistaArrow_C,,true,"crafting cost override; crafting cost override target; crafting cost resource requirement; generic item reference (Game.ini lines 53, 71, 72, 513, 519, 520, 521, 524, ...); engram override (Game.ini)",wiki; config,https://ark.wiki.gg/wiki/Spear_Bolt; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitemammo_arrowstone.primalitemammo_arrowstone,Stone Arrow,PrimalItemAmmo_ArrowStone_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_ArrowStone.PrimalItemAmmo_ArrowStone',ArrowStone,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItemAmmo_ArrowStone.PrimalItemAmmo_ArrowStone'"" 1 0 0",100,0.2,,EngramEntry_ArrowStone_C,,true,"crafting cost override; crafting cost override target; crafting cost resource requirement; generic item reference (Game.ini lines 47, 48, 49, 51, 52, 509, 511, 512, ...); engram override (Game.ini)",wiki; config,https://ark.wiki.gg/wiki/Stone_Arrow; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/extinction/coreblueprints/weapons/primalitem_weapontekgravitygrenade.primalitem_weapontekgravitygrenade,Tek Gravity Grenade,PrimalItem_WeaponTekGravityGrenade_C,Blueprint'/Game/Extinction/CoreBlueprints/Weapons/PrimalItem_WeaponTekGravityGrenade.PrimalItem_WeaponTekGravityGrenade',onTekGravityGrenade,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/Extinction/CoreBlueprints/Weapons/PrimalItem_WeaponTekGravityGrenade.PrimalItem_WeaponTekGravityGrenade'"" 1 0 0",10,0.5,,,,false,,wiki,https://ark.wiki.gg/wiki/Tek_Gravity_Grenade; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
/game/primalearth/coreblueprints/weapons/primalitem_tekgrenade.primalitem_tekgrenade,Tek Grenade,PrimalItem_TekGrenade_C,Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItem_TekGrenade.PrimalItem_TekGrenade',TekGrenade,Ammo,base-game,,,,,"cheat GiveItem ""Blueprint'/Game/PrimalEarth/CoreBlueprints/Weapons/PrimalItem_TekGrenade.PrimalItem_TekGrenade'"" 1 0 0",10,0.5,,,,false,,wiki,https://ark.wiki.gg/wiki/Tek_Grenade; https://ark.wiki.gg/wiki/Special:CargoTables/Items,medium,
