itemKey,displayName,className,sourceType,sourceModId,sourceModName,iconStatus,iconLocalPath,iconSource,iconMethod,iconUrl,iconTexturePath,iconConfidence,iconWidth,iconHeight,packageStatus,wikiStatus,notes
/game/primalearth/coreblueprints/weapons/primalitem_gasgrenade.primalitem_gasgrenade,Smoke Grenade,PrimalItem_GasGrenade_C,base-game,,,resolved,item-icons/package/PrimalItem_GasGrenade_C-82ceecb6f4.png,package,jit-soft-texture,,/Game/PrimalEarth/CoreBlueprints/Weapons/Icons/SmokeGrenade_Icon.SmokeGrenade_Icon,1,256,256,resolved,not-attempted,ItemIconJIT.SoftTexture
/game/primalearth/coreblueprints/weapons/primalitemammo_ballistaarrow.primalitemammo_ballistaarrow,Spear Bolt,PrimalItemAmmo_BallistaArrow_C,base-game,,,resolved,item-icons/package/PrimalItemAmmo_BallistaArrow_C-32d042434a.png,package,jit-soft-texture,,/Game/PrimalEarth/CoreBlueprints/Weapons/Icons/BallistaArrow_Icon.BallistaArrow_Icon,1,256,256,resolved,not-attempted,ItemIconJIT.SoftTexture
/game/primalearth/coreblueprints/weapons/primalitemammo_arrowstone.primalitemammo_arrowstone,Stone Arrow,PrimalItemAmmo_ArrowStone_C,base-game,,,resolved,item-icons/package/PrimalItemAmmo_ArrowStone_C-578704c199.png,package,jit-soft-texture,,/Game/PrimalEarth/CoreBlueprints/Weapons/Icons/Arrow_Icon.Arrow_Icon,1,256,256,resolved,not-attempted,ItemIconJIT.SoftTexture
/game/extinction/coreblueprints/weapons/primalitem_weapontekgravitygrenade.primalitem_weapontekgravitygrenade,Tek Gravity Grenade,PrimalItem_WeaponTekGravityGrenade_C,base-game,,,resolved,item-icons/package/PrimalItem_WeaponTekGravityGrenade_C-c2c91c202d.png,package,jit-soft-texture,,/Game/Extinction/Icons/Resources/GravityGrenade_Icon.GravityGrenade_Icon,1,256,256,resolved,not-attempted,ItemIconJIT.SoftTexture
/game/primalearth/coreblueprints/weapons/primalitem_tekgrenade.primalitem_tekgrenade,Tek Grenade,PrimalItem_TekGrenade_C,base-game,,,resolved,item-icons/package/PrimalItem_TekGrenade_C-0dca1cafa4.png,package,jit-soft-texture,,/Game/PrimalEarth/CoreBlueprints/Weapons/Icons/TEKGrenade_Icon.TEKGrenade_Icon,1,256,256,resolved,not-attempted,ItemIconJIT.SoftTexture
/game/abyss/coreblueprints/resources/primalitemammo_thalassianbullet.primalitemammo_thalassianbullet,Thalassian Ammo,PrimalItemAmmo_ThalassianBullet_C,base-game,,,resolved,item-icons/wiki/PrimalItemAmmo_ThalassianBullet_C-968705d1f6.png,wiki,wiki-file,https://ark.wiki.gg/images/Thalassian_Ammo.png?b304b2,,0.7,256,256,missing,resolved,File:Thalassian Ammo.png
/game/primalearth/coreblueprints/weapons/primalitemammo_arrowtranq.primalitemammo_arrowtranq,Tranq Arrow,PrimalItemAmmo_ArrowTranq_C,base-game,,,resolved,item-icons/package/PrimalItemAmmo_ArrowTranq_C-7edac93f9e.png,package,jit-soft-texture,,/Game/PrimalEarth/CoreBlueprints/Weapons/Icons/TranqArrow_Icon.TranqArrow_Icon,1,256,256,resolved,not-attempted,ItemIconJIT.SoftTexture
/game/primalearth/coreblueprints/weapons/primalitemammo_tranqspearbolt.primalitemammo_tranqspearbolt,Tranq Spear Bolt,PrimalItemAmmo_TranqSpearBolt_C,base-game,,,resolved,item-icons/package/PrimalItemAmmo_TranqSpearBolt_C-dfe456bd28.png,package,jit-soft-texture,,/Game/PrimalEarth/CoreBlueprints/Weapons/Icons/TranqSpearBolt_Icon.TranqSpearBolt_Icon,1,256,256,resolved,not-attempted,ItemIconJIT.SoftTexture
/game/abyss/coreblueprints/resources/primalitemammo_thalassiantranqbullet.primalitemammo_thalassiantranqbullet,Tranq Thalassian Ammo,PrimalItemAmmo_ThalassianTranqBullet_C,base-game,,,resolved,item-icons/wiki/PrimalItemAmmo_ThalassianTranqBullet_C-9332a24a82.png,wiki,wiki-file,https://ark.wiki.gg/images/Tranq_Thalassian_Ammo.png?95c34f,,0.7,256,256,missing,resolved,File:Tranq Thalassian Ammo.png
/game/primalearth/coreblueprints/weapons/primalitemammo_tranqdart.primalitemammo_tranqdart,Tranquilizer Dart,PrimalItemAmmo_TranqDart_C,base-game,,,resolved,item-icons/package/PrimalItemAmmo_TranqDart_C-a703f2f479.png,package,jit-soft-texture,,/Game/PrimalEarth/CoreBlueprints/Weapons/Icons/TranqDart_Icon.TranqDart_Icon,1,256,256,resolved,not-attempted,ItemIconJIT.SoftTexture
/game/aberration/coreblueprints/weapons/primalitemammo_zipline.primalitemammo_zipline,Zip-Line Anchor,PrimalItemAmmo_Zipline_C,base-game,,,resolved,item-icons/package/PrimalItemAmmo_Zipline_C-922ee5504f.png,package,jit-soft-texture,,/Game/Aberration/Icons/Weapons/ZipLineAnchorPoint_Icon.ZipLineAnchorPoint_Icon,1,256,256,resolved,not-attempted,ItemIconJIT.SoftTexture
/game/genesis/missions/retrieve/retrieveitems/trikeskull/primalitemskin_trikeskullhelmet_retrieve.primalitemskin_trikeskullhelmet_retrieve,Alpha X-Triceratops Skull,PrimalItemSkin_TrikeSkullHelmet_Retrieve_C,base-game,,,resolved,item-icons/package/PrimalItemSkin_TrikeSkullHelmet_Retrieve_C-ad48bef0ca.png,package,jit-soft-texture,,/Game/Genesis/Missions/Retrieve/RetrieveItems/TrikeSkull/AlphaXTrikeSkull_Icon.AlphaXTrikeSkull_Icon,1,256,256,resolved,not-attempted,ItemIconJIT.SoftTexture
wiki:arctic-scout-boots,Arctic Scout Boots,,base-game,,,resolved,item-icons/wiki/Arctic_Scout_Boots-2d0adf2567.png,wiki,wiki-file,https://ark.wiki.gg/images/Arctic_Scout_Boots.png?e03d0d,,0.7,256,256,not-attempted,resolved,File:Arctic Scout Boots.png
wiki:arctic-scout-chestpiece,Arctic Scout Chestpiece,,base-game,,,resolved,item-icons/wiki/Arctic_Scout_Chestpiece-46b3287e26.png,wiki,wiki-file,https://ark.wiki.gg/images/Arctic_Scout_Chestpiece.png?d3d6e8,,0.7,256,256,not-attempted,resolved,File:Arctic Scout Chestpiece.png
wiki:arctic-scout-gauntlets,Arctic Scout Gauntlets,,base-game,,,resolved,item-icons/wiki/Arctic_Scout_Gauntlets-0e8113a82d.png,wiki,wiki-file,https://ark.wiki.gg/images/Arctic_Scout_Gauntlets.png?7740e1,,0.7,256,256,not-attempted,resolved,File:Arctic Scout Gauntlets.png
wiki:arctic-scout-helmet,Arctic Scout Helmet,,base-game,,,resolved,item-icons/wiki/Arctic_Scout_Helmet-ae21a2c41e.png,wiki,wiki-file,https://ark.wiki.gg/images/Arctic_Scout_Helmet.png?56af8e,,0.7,256,256,not-attempted,resolved,File:Arctic Scout Helmet.png
wiki:arctic-scout-leggings,Arctic Scout Leggings,,base-game,,,resolved,item-icons/wiki/Arctic_Scout_Leggings-a781ff8cc5.png,wiki,wiki-file,https://ark.wiki.gg/images/Arctic_Scout_Leggings.png?5c728c,,0.7,256,256,not-attempted,resolved,File:Arctic Scout Leggings.png
wiki:battlerig-bed-racer,Battlerig Bed Racer,,base-game,,,resolved,item-icons/wiki/Battlerig_Bed_Racer-4ff845610e.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Bed_Racer.png?9bb374,,0.7,256,256,not-attempted,resolved,File:Battlerig Bed Racer.png
wiki:battlerig-bed-rollcage,Battlerig Bed Rollcage,,base-game,,,resolved,item-icons/wiki/Battlerig_Bed_Rollcage-e4f2549efa.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Bed_Rollcage.png?f31f56,,0.7,256,256,not-attempted,resolved,File:Battlerig Bed Rollcage.png
wiki:battlerig-bed-truck,Battlerig Bed Truck,,base-game,,,resolved,item-icons/wiki/Battlerig_Bed_Truck-cefaca0737.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Bed_Truck.png?cdec1f,,0.7,256,256,not-attempted,resolved,File:Battlerig Bed Truck.png
wiki:battlerig-cab-racer,Battlerig Cab Racer,,base-game,,,resolved,item-icons/wiki/Battlerig_Cab_Racer-b775222fa4.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Cab_Racer.png?d0e323,,0.7,256,256,not-attempted,resolved,File:Battlerig Cab Racer.png
wiki:battlerig-cab-rollcage,Battlerig Cab Rollcage,,base-game,,,resolved,item-icons/wiki/Battlerig_Cab_Rollcage-d010b0fc47.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Cab_Rollcage.png?f2bc08,,0.7,256,256,not-attempted,resolved,File:Battlerig Cab Rollcage.png
wiki:battlerig-cab-truck,Battlerig Cab Truck,,base-game,,,resolved,item-icons/wiki/Battlerig_Cab_Truck-665f8de87c.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Cab_Truck.png?bd8368,,0.7,256,256,not-attempted,resolved,File:Battlerig Cab Truck.png
wiki:battlerig-cannon-turret,Battlerig Cannon Turret,,base-game,,,missing,,,,,,0,,,not-attempted,missing,wiki: No matching wiki File:<item>.png imageinfo result.
wiki:battlerig-engine-racer,Battlerig Engine Racer,,base-game,,,resolved,item-icons/wiki/Battlerig_Engine_Racer-160311742d.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Engine_Racer.png?d58802,,0.7,256,256,not-attempted,resolved,File:Battlerig Engine Racer.png
wiki:battlerig-engine-rollcage,Battlerig Engine Rollcage,,base-game,,,resolved,item-icons/wiki/Battlerig_Engine_Rollcage-e131a22544.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Engine_Rollcage.png?51c4c5,,0.7,256,256,not-attempted,resolved,File:Battlerig Engine Rollcage.png
wiki:battlerig-engine-truck,Battlerig Engine Truck,,base-game,,,resolved,item-icons/wiki/Battlerig_Engine_Truck-2b02062dcb.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Engine_Truck.png?e4467c,,0.7,256,256,not-attempted,resolved,File:Battlerig Engine Truck.png
wiki:battlerig-frontend-mod-cowcatcher,Battlerig Frontend-Mod Cowcatcher,,base-game,,,resolved,item-icons/wiki/Battlerig_Frontend-Mod_Cowcatcher-40d59defb5.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Frontend-Mod_Cowcatcher.png?ab53b3,,0.7,256,256,not-attempted,resolved,File:Battlerig Frontend-Mod Cowcatcher.png
wiki:battlerig-frontend-mod-extra-armor,Battlerig Frontend-Mod Extra Armor,,base-game,,,resolved,item-icons/wiki/Battlerig_Frontend-Mod_Extra_Armor-9f0e41c3c2.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Frontend-Mod_Extra_Armor.png?19bc9d,,0.7,256,256,not-attempted,resolved,File:Battlerig Frontend-Mod Extra Armor.png
wiki:battlerig-frontend-mod-harvest-saw,Battlerig Frontend-Mod Harvest Saw,,base-game,,,resolved,item-icons/wiki/Battlerig_Frontend-Mod_Harvest_Saw-815ff99dbf.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Frontend-Mod_Harvest_Saw.png?dc20d7,,0.7,256,256,not-attempted,resolved,File:Battlerig Frontend-Mod Harvest Saw.png
wiki:battlerig-frontend-mod-spiked-grill,Battlerig Frontend-Mod Spiked Grill,,base-game,,,resolved,item-icons/wiki/Battlerig_Frontend-Mod_Spiked_Grill-064f3a11e0.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Frontend-Mod_Spiked_Grill.png?292a49,,0.7,256,256,not-attempted,resolved,File:Battlerig Frontend-Mod Spiked Grill.png
wiki:battlerig-mine-dropper,Battlerig Mine Dropper,,base-game,,,resolved,item-icons/wiki/Battlerig_Mine_Dropper-b608595c55.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Mine_Dropper.png?d88bf3,,0.7,256,256,not-attempted,resolved,File:Battlerig Mine Dropper.png
wiki:battlerig-rearend-mod-afterburner,Battlerig Rearend-Mod Afterburner,,base-game,,,resolved,item-icons/wiki/Battlerig_Rearend-Mod_Afterburner-4a0521f351.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Rearend-Mod_Afterburner.png?8d9c44,,0.7,256,256,not-attempted,resolved,File:Battlerig Rearend-Mod Afterburner.png
wiki:battlerig-rearend-mod-jump-jets,Battlerig Rearend-Mod Jump Jets,,base-game,,,resolved,item-icons/wiki/Battlerig_Rearend-Mod_Jump_Jets-503fd61154.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Rearend-Mod_Jump_Jets.png?a60374,,0.7,256,256,not-attempted,resolved,File:Battlerig Rearend-Mod Jump Jets.png
wiki:battlerig-rearend-mod-smokescreen,Battlerig Rearend-Mod Smokescreen,,base-game,,,resolved,item-icons/wiki/Battlerig_Rearend-Mod_Smokescreen-84943a8037.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Rearend-Mod_Smokescreen.png?638d0d,,0.7,256,256,not-attempted,resolved,File:Battlerig Rearend-Mod Smokescreen.png
wiki:battlerig-rearend-mod-towhook,Battlerig Rearend-Mod Towhook,,base-game,,,resolved,item-icons/wiki/Battlerig_Rearend-Mod_Towhook-2973279a39.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Rearend-Mod_Towhook.png?1cdfc8,,0.7,256,256,not-attempted,resolved,File:Battlerig Rearend-Mod Towhook.png
wiki:battlerig-sludge-dumper,Battlerig Sludge Dumper,,base-game,,,resolved,item-icons/wiki/Battlerig_Sludge_Dumper-8d16952936.png,wiki,wiki-file,https://ark.wiki.gg/images/Battlerig_Sludge_Dumper.png?1ba818,,0.7,256,256,not-attempted,resolved,File:Battlerig Sludge Dumper.png
